식당ID,식당명,업종(메뉴)정보,테이크아웃여부,예약가능여부,선결제여부,지번주소,식당면적,식당위도,식당경도,어워드_글로벌,어워드_로컬,트립어드바이저 인기도,씨트립 인기도,네이버 인기도,RTI 인덱스,온라인화 진행 여부,다국어메뉴판 제공 여부,수용태세 지수,좌석수(입식),좌석수(좌식),베리어프리여부,반려동물출입가능여부,주차가능여부,식당 홈페이지,등록일시,영업시간정보,휴식시간정보
160386,치순이통닭 송천점,치킨,Y,Y,N,전라북도 전주시 덕진구 송천동2가 226-4,0,35.866576,127.1258027,,,0,0,0,0,Y,Y,3.15,32,32,N,N,N,https://fnara777.modoo.at,2020-11-05 22:24,FRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00\nFRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00\nFRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00,
161013,꿀삐닭강정 전주효자점,치킨,N,N,N,전라북도 전주시 완산구 효자동1가 652,20.4,35.8025712,127.1165297,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 11:59,FRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00\nFRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00\nFRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00,
161522,스카이이스블루,술집,N,N,N,전라북도 전주시 덕진구 덕진동1가 1263-11,0,35.8425567,127.1275426,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 12:06,FRI:18:00~02:00\nMON:18:00~02:00\nSAT:18:00~02:00\nSUN:18:00~02:00\nTHU:18:00~02:00\nTUE:18:00~02:00\nWED:18:00~02:00\nFRI:18:00~02:00\nMON:18:00~02:00\nSAT:18:00~02:00\nSUN:18:00~02:00\nTHU:18:00~02:00\nTUE:18:00~02:00\nWED:18:00~02:00\nFRI:18:00~02:00\nMON:18:00~02:00\nSAT:18:00~02:00\nSUN:18:00~02:00\nTHU:18:00~02:00\nTUE:18:00~02:00\nWED:18:00~02:00,
162109,완산성순대국 삼천점,순대국,Y,Y,N,전라북도 전주시 완산구 삼천동1가  606-1,31.95,35.7983512,127.1222908,,,0,0,0,0,Y,Y,3,16,16,N,N,N,,2020-10-22 21:23,FRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00\nFRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00\nFRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00,
162999,처갓집양념치킨신시가지점,치킨,N,N,N,전라북도 전주시 완산구 효자동2가 1309-11,47.88,35.8102343,127.0953074,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 12:14,FRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00,
164083,야심,중식,N,N,N,전라북도 전주시 덕진구 덕진동2가 674-2,0,35.8433773,127.1110234,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 12:26,FRI:11:00~19:00\nMON:11:00~19:00\nSAT:11:00~19:00\nSUN:11:00~19:00\nTHU:11:00~19:00\nTUE:11:00~19:00\nWED:11:00~19:00\nFRI:11:00~19:00\nMON:11:00~19:00\nSAT:11:00~19:00\nSUN:11:00~19:00\nTHU:11:00~19:00\nTUE:11:00~19:00\nWED:11:00~19:00\nFRI:11:00~19:00\nMON:11:00~19:00\nSAT:11:00~19:00\nSUN:11:00~19:00\nTHU:11:00~19:00\nTUE:11:00~19:00\nWED:11:00~19:00,
164260,피자써클 전주송천점,피자,N,Y,N,전라북도 전주시 덕진구 송천동1가 484,0,35.8608787,127.1229679,,,0,0,0,0,Y,Y,2.84,0,0,N,N,Y,,2020-12-04 12:55,FRI:12:00~23:00\nMON:12:00~23:00\nSAT:12:00~23:00\nSUN:12:00~23:00\nTHU:12:00~23:00\nTUE:12:00~23:00\nWED:12:00~23:00\nFRI:12:00~23:00\nMON:12:00~23:00\nSAT:12:00~23:00\nSUN:12:00~23:00\nTHU:12:00~23:00\nTUE:12:00~23:00\nWED:12:00~23:00\nFRI:12:00~23:00\nMON:12:00~23:00\nSAT:12:00~23:00\nSUN:12:00~23:00\nTHU:12:00~23:00\nTUE:12:00~23:00\nWED:12:00~23:00,
164496,연성국밥 전주대점,국밥,Y,Y,N,전라북도 전주시 완산구 효자동3가  1184-3,31.98,35.8173143,127.0909422,,,0,0,0,0,Y,Y,3.42,36,36,N,N,Y,,2020-11-18 20:37,FRI:09:30~21:00\nMON:09:30~21:00\nSAT:09:30~21:00\nTHU:09:30~21:00\nTUE:09:30~21:00\nWED:09:30~21:00\nFRI:09:30~21:00\nMON:09:30~21:00\nSAT:09:30~21:00\nTHU:09:30~21:00\nTUE:09:30~21:00\nWED:09:30~21:00\nFRI:09:30~21:00\nMON:09:30~21:00\nSAT:09:30~21:00\nTHU:09:30~21:00\nTUE:09:30~21:00\nWED:09:30~21:00,
164920,전주초밥,초밥,N,Y,N,전라북도 전주시 완산구 중앙동3가 67-13,0,35.8177913,127.1459206,,,0,0,0,0,Y,Y,2.84,0,0,N,N,Y,,2020-12-04 12:59,FRI:11:30~22:30\nMON:11:30~22:30\nSAT:11:30~22:30\nSUN:11:30~22:30\nTHU:11:30~22:30\nTUE:11:30~22:30\nWED:11:30~22:30\nFRI:11:30~22:30\nMON:11:30~22:30\nSAT:11:30~22:30\nSUN:11:30~22:30\nTHU:11:30~22:30\nTUE:11:30~22:30\nWED:11:30~22:30\nFRI:11:30~22:30\nMON:11:30~22:30\nSAT:11:30~22:30\nSUN:11:30~22:30\nTHU:11:30~22:30\nTUE:11:30~22:30\nWED:11:30~22:30,
165261,원두막,아구찜,N,Y,N,전라북도 전주시 덕진구 덕진동1가 88-61,0,35.8556386,127.1365088,,,0,0,0,0,Y,Y,2.84,0,0,N,N,Y,http://cityfood.co.kr/h2/wondoomak,2020-12-04 13:05,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
165361,풍남문한우촌,육류,Y,Y,N,전라북도 전주시 완산구 전동 187-6,91.02,35.8132178,127.1484383,,,0,0,0,0,Y,Y,3.46,64,64,N,N,Y,http://www.annae114.kr/0632886020/,2020-11-04 21:31,FRI:00:00~21:00\nMON:00:00~21:00\nSAT:00:00~21:00\nSUN:00:00~21:00\nTHU:00:00~21:00\nTUE:00:00~21:00\nWED:00:00~21:00\nFRI:00:00~21:00\nMON:00:00~21:00\nSAT:00:00~21:00\nSUN:00:00~21:00\nTHU:00:00~21:00\nTUE:00:00~21:00\nWED:00:00~21:00\nFRI:00:00~21:00\nMON:00:00~21:00\nSAT:00:00~21:00\nSUN:00:00~21:00\nTHU:00:00~21:00\nTUE:00:00~21:00\nWED:00:00~21:00,
166301,COOK1015 송천점,한식,N,N,N,전라북도 전주시 덕진구 송천동1가 104-5,0,35.8616219,127.1269524,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 17:13,FRI:09:30~22:00\nMON:09:30~22:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:30~22:00\nTUE:09:30~22:00\nWED:09:30~22:00\nFRI:09:30~22:00\nMON:09:30~22:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:30~22:00\nTUE:09:30~22:00\nWED:09:30~22:00\nFRI:09:30~22:00\nMON:09:30~22:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:30~22:00\nTUE:09:30~22:00\nWED:09:30~22:00,
166446,앤티앤스 프레즐 전주효자점,카페,Y,Y,N,전라북도 전주시 완산구 효자동1가 434,0,35.806925,127.1155722,,,0,0,0,0,Y,Y,3.4,8,8,Y,N,Y,,2020-11-03 18:52,FRI:11:30~21:00\nMON:11:30~21:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00,
166709,원평순대국밥,순대국,Y,N,N,전라북도 전주시 완산구 효자동3가 1172-1,60.6,35.8174642,127.0904312,,,0,0,0,0,Y,Y,3.12,52,52,N,N,Y,,2020-11-18 20:21,FRI:10:00~00:00\nMON:10:00~00:00\nSAT:10:00~00:00\nSUN:10:00~00:00\nTHU:10:00~00:00\nTUE:10:00~00:00\nWED:10:00~00:00\nFRI:10:00~00:00\nMON:10:00~00:00\nSAT:10:00~00:00\nSUN:10:00~00:00\nTHU:10:00~00:00\nTUE:10:00~00:00\nWED:10:00~00:00\nFRI:10:00~00:00\nMON:10:00~00:00\nSAT:10:00~00:00\nSUN:10:00~00:00\nTHU:10:00~00:00\nTUE:10:00~00:00\nWED:10:00~00:00,
167472,수울술,한식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1435-8,97.14,35.8350439,127.1010225,,,0,0,0,0,Y,Y,3.46,42,42,N,N,Y,,2021-01-09 17:39,FRI:18:00~01:00\nMON:18:00~01:00\nSAT:18:00~01:00\nTHU:18:00~01:00\nTUE:18:00~01:00\nWED:18:00~01:00\nFRI:18:00~01:00\nMON:18:00~01:00\nSAT:18:00~01:00\nTHU:18:00~01:00\nTUE:18:00~01:00\nWED:18:00~01:00\nFRI:18:00~01:00\nMON:18:00~01:00\nSAT:18:00~01:00\nTHU:18:00~01:00\nTUE:18:00~01:00\nWED:18:00~01:00,
167951,파리바게뜨 전주대점,베이커리,Y,Y,N,전라북도 전주시 완산구 효자동3가 1174-1,0,35.8172599,127.089944,,,0,0,0,0,Y,Y,3.23,16,16,Y,N,N,http://www.paris.co.kr/,2020-11-23 0:56,FRI:07:00~00:00\nMON:07:00~00:00\nSAT:07:00~00:00\nSUN:07:00~00:00\nTHU:07:00~00:00\nTUE:07:00~00:00\nWED:07:00~00:00\nFRI:07:00~00:00\nMON:07:00~00:00\nSAT:07:00~00:00\nSUN:07:00~00:00\nTHU:07:00~00:00\nTUE:07:00~00:00\nWED:07:00~00:00\nFRI:07:00~00:00\nMON:07:00~00:00\nSAT:07:00~00:00\nSUN:07:00~00:00\nTHU:07:00~00:00\nTUE:07:00~00:00\nWED:07:00~00:00,
169410,임실치즈피자 신시가지점,피자,N,N,N,전라북도 전주시 완산구 효자동3가 1679-6,0,35.8190461,127.0969027,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,http://www.ispizza.co.kr/,2020-12-04 17:50,FRI:11:00~01:00\nMON:11:00~01:00\nSAT:11:00~01:00\nSUN:11:00~01:00\nTHU:11:00~01:00\nTUE:11:00~01:00\nWED:11:00~01:00\nFRI:11:00~01:00\nMON:11:00~01:00\nSAT:11:00~01:00\nSUN:11:00~01:00\nTHU:11:00~01:00\nTUE:11:00~01:00\nWED:11:00~01:00\nFRI:11:00~01:00\nMON:11:00~01:00\nSAT:11:00~01:00\nSUN:11:00~01:00\nTHU:11:00~01:00\nTUE:11:00~01:00\nWED:11:00~01:00,
170305,돌담길,오리요리,Y,Y,N,전라북도 전주시 덕진구 송천동1가 113-28,126,35.8611697,127.1227414,,,0,0,0,0,Y,Y,3.46,56,56,N,N,Y,,2020-10-19 17:06,FRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00,
172507,죽이야기 송천점,죽,Y,N,N,전라북도 전주시 덕진구 송천동2가 202-47,55.9,35.8647084,127.1279907,,,0,0,0,0,Y,Y,2.38,0,0,N,N,N,,2020-12-07 9:32,FRI:09:00~21:30\nMON:09:00~21:30\nSAT:09:00~21:30\nSUN:09:00~21:30\nTHU:09:00~21:30\nTUE:09:00~21:30\nWED:09:00~21:30\nFRI:09:00~21:30\nMON:09:00~21:30\nSAT:09:00~21:30\nSUN:09:00~21:30\nTHU:09:00~21:30\nTUE:09:00~21:30\nWED:09:00~21:30\nFRI:09:00~21:30\nMON:09:00~21:30\nSAT:09:00~21:30\nSUN:09:00~21:30\nTHU:09:00~21:30\nTUE:09:00~21:30\nWED:09:00~21:30,
174564,오늘은뭐먹지,분식,N,N,N,전라북도 전주시 덕진구 송천동2가 179-40,0,35.8654076,127.1294719,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-07 9:45,FRI:11:30~20:00\nMON:11:30~20:00\nSAT:11:30~20:00\nSUN:11:30~20:00\nTHU:11:30~20:00\nTUE:11:30~20:00\nWED:11:30~20:00\nFRI:11:30~20:00\nMON:11:30~20:00\nSAT:11:30~20:00\nSUN:11:30~20:00\nTHU:11:30~20:00\nTUE:11:30~20:00\nWED:11:30~20:00\nFRI:11:30~20:00\nMON:11:30~20:00\nSAT:11:30~20:00\nSUN:11:30~20:00\nTHU:11:30~20:00\nTUE:11:30~20:00\nWED:11:30~20:00,
175593,오빠담치킨,치킨,Y,Y,N,전라북도 전주시 완산구 효자동2가 1305-12,68.85,35.8106008,127.0944631,,,0,0,0,0,Y,Y,3.22,120,120,N,Y,N,,2020-11-05 21:36,FRI:16:00~04:00\nMON:16:00~04:00\nSAT:16:00~04:00\nSUN:16:00~04:00\nTHU:16:00~04:00\nTUE:16:00~04:00\nWED:16:00~04:00\nFRI:16:00~04:00\nMON:16:00~04:00\nSAT:16:00~04:00\nSUN:16:00~04:00\nTHU:16:00~04:00\nTUE:16:00~04:00\nWED:16:00~04:00\nFRI:16:00~04:00\nMON:16:00~04:00\nSAT:16:00~04:00\nSUN:16:00~04:00\nTHU:16:00~04:00\nTUE:16:00~04:00\nWED:16:00~04:00,
175739,노다지,한식,Y,N,N,전라북도 전주시 완산구 효자동3가 1623-2,0,35.8266816,127.1025727,,,0,0,0,0,Y,Y,2.58,22,22,N,N,N,,2020-12-17 13:17,FRI:11:30~20:00\nMON:11:30~20:00\nSAT:11:30~20:00\nSUN:11:30~20:00\nTHU:11:30~20:00\nTUE:11:30~20:00\nWED:11:30~20:00\nFRI:11:30~20:00\nMON:11:30~20:00\nSAT:11:30~20:00\nSUN:11:30~20:00\nTHU:11:30~20:00\nTUE:11:30~20:00\nWED:11:30~20:00\nFRI:11:30~20:00\nMON:11:30~20:00\nSAT:11:30~20:00\nSUN:11:30~20:00\nTHU:11:30~20:00\nTUE:11:30~20:00\nWED:11:30~20:00,
176218,더파인,카페,Y,N,N,전라북도 전주시 덕진구 덕진동2가 677-8,45.9,35.8421013,127.1104219,,,0,0,0,0,Y,Y,3.02,4,4,Y,N,Y,,2020-11-16 17:50,FRI:09:00~20:00\nMON:09:00~20:00\nSAT:09:00~20:00\nSUN:09:00~20:00\nTHU:09:00~20:00\nTUE:09:00~20:00\nWED:09:00~20:00\nFRI:09:00~20:00\nMON:09:00~20:00\nSAT:09:00~20:00\nSUN:09:00~20:00\nTHU:09:00~20:00\nTUE:09:00~20:00\nWED:09:00~20:00\nFRI:09:00~20:00\nMON:09:00~20:00\nSAT:09:00~20:00\nSUN:09:00~20:00\nTHU:09:00~20:00\nTUE:09:00~20:00\nWED:09:00~20:00,
176871,버블스카이광장,한식,N,N,N,전라북도 전주시 완산구 효자동3가 1526-2,97.52,35.817938,127.111479,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-07 10:11,FRI:18:00~00:00\nMON:18:00~00:00\nSAT:18:00~00:00\nSUN:18:00~00:00\nTHU:18:00~00:00\nTUE:18:00~00:00\nWED:18:00~00:00\nFRI:18:00~00:00\nMON:18:00~00:00\nSAT:18:00~00:00\nSUN:18:00~00:00\nTHU:18:00~00:00\nTUE:18:00~00:00\nWED:18:00~00:00\nFRI:18:00~00:00\nMON:18:00~00:00\nSAT:18:00~00:00\nSUN:18:00~00:00\nTHU:18:00~00:00\nTUE:18:00~00:00\nWED:18:00~00:00,
177419,연어이야기 서곡점,일식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1458-3,0,35.8343955,127.100502,,,0,0,0,0,Y,Y,3.26,18,18,N,N,Y,,2021-01-07 10:49,FRI:17:00~21:00\nMON:17:00~21:00\nSAT:17:00~21:00\nSUN:17:00~21:00\nTHU:17:00~21:00\nTUE:17:00~21:00\nWED:17:00~21:00\nFRI:17:00~21:00\nMON:17:00~21:00\nSAT:17:00~21:00\nSUN:17:00~21:00\nTHU:17:00~21:00\nTUE:17:00~21:00\nWED:17:00~21:00\nFRI:17:00~21:00\nMON:17:00~21:00\nSAT:17:00~21:00\nSUN:17:00~21:00\nTHU:17:00~21:00\nTUE:17:00~21:00\nWED:17:00~21:00,
177687,전주삼이공과자점,베이커리,Y,Y,N,전라북도 전주시 완산구 효자동2가 1256-7,0,35.8123058,127.1020701,,,0,0,0,0,Y,Y,3.13,4,4,N,N,Y,,2020-10-28 17:39,FRI:08:00~22:00\nMON:08:00~22:00\nSAT:08:00~22:00\nSUN:08:00~22:00\nTHU:08:00~22:00\nTUE:08:00~22:00\nWED:08:00~22:00\nFRI:08:00~22:00\nMON:08:00~22:00\nSAT:08:00~22:00\nSUN:08:00~22:00\nTHU:08:00~22:00\nTUE:08:00~22:00\nWED:08:00~22:00\nFRI:08:00~22:00\nMON:08:00~22:00\nSAT:08:00~22:00\nSUN:08:00~22:00\nTHU:08:00~22:00\nTUE:08:00~22:00\nWED:08:00~22:00,
178608,팔공티 전주신시가지점,차,Y,Y,N,전라북도 전주시 완산구 효자동3가 1535-8,68.53,35.8159406,127.1087246,,,0,0,0,0,Y,Y,3.41,35,35,N,Y,Y,,2020-11-23 2:13,FRI:10:00~01:00\nMON:10:00~00:00\nSAT:10:00~01:00\nSUN:10:00~00:00\nTHU:10:00~00:00\nTUE:10:00~00:00\nWED:10:00~00:00\nFRI:10:00~01:00\nMON:10:00~00:00\nSAT:10:00~01:00\nSUN:10:00~00:00\nTHU:10:00~00:00\nTUE:10:00~00:00\nWED:10:00~00:00\nFRI:10:00~01:00\nMON:10:00~00:00\nSAT:10:00~01:00\nSUN:10:00~00:00\nTHU:10:00~00:00\nTUE:10:00~00:00\nWED:10:00~00:00,
178836,이디야커피 전주신시가지점,카페,Y,Y,Y,전라북도 전주시 완산구 효자동2가 1227-2,82.76,35.8177135,127.1027831,,,0,0,0,0,Y,Y,3.96,50,50,Y,N,Y,,2020-11-05 12:08,FRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00\nFRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00\nFRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00,
179174,포메인 전주 도청점,카페,Y,Y,N,전라북도 전주시 완산구 효자동3가 1527-11,172.06,35.817564,127.108589,,,0,0,0,0,Y,Y,3.7,56,56,Y,N,Y,,2020-11-16 19:28,FRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00,
180520,60계 치킨 전주송천점,치킨,Y,N,N,전라북도 전주시 덕진구 송천동1가 98-1,0,35.8634002,127.1306972,,,0,0,0,0,Y,Y,2.38,0,0,N,N,N,http://cafe.naver.com/60supporters,2020-12-07 11:36,FRI:15:00~00:00\nMON:15:00~00:00\nSAT:15:00~00:00\nSUN:15:00~00:00\nTHU:15:00~00:00\nTUE:15:00~00:00\nWED:15:00~00:00\nFRI:15:00~00:00\nMON:15:00~00:00\nSAT:15:00~00:00\nSUN:15:00~00:00\nTHU:15:00~00:00\nTUE:15:00~00:00\nWED:15:00~00:00\nFRI:15:00~00:00\nMON:15:00~00:00\nSAT:15:00~00:00\nSUN:15:00~00:00\nTHU:15:00~00:00\nTUE:15:00~00:00\nWED:15:00~00:00,
183685,감탄떡볶이 효자서부점,분식,N,N,N,전라북도 전주시 완산구 효자동1가 193-2,0,35.8061953,127.1273156,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,http://www.gamtan.co.kr/addal_/store/addal_search_view_popup.php?serial=716&searchoption=&keyword=&code=&catetype=3,2020-12-07 13:17,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
185494,짬짜루,음식점,N,N,N,전라북도 전주시 완산구 효자동1가 552-11,0,35.8053598,127.1221556,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-07 13:53,FRI:10:00~20:00\nMON:10:00~20:00\nSAT:10:00~20:00\nSUN:10:00~20:00\nTHU:10:00~20:00\nTUE:10:00~20:00\nWED:10:00~20:00\nFRI:10:00~20:00\nMON:10:00~20:00\nSAT:10:00~20:00\nSUN:10:00~20:00\nTHU:10:00~20:00\nTUE:10:00~20:00\nWED:10:00~20:00\nFRI:10:00~20:00\nMON:10:00~20:00\nSAT:10:00~20:00\nSUN:10:00~20:00\nTHU:10:00~20:00\nTUE:10:00~20:00\nWED:10:00~20:00,
187352,윤식당,한식뷔페,Y,Y,N,전라북도 전주시 완산구 효자동2가 1166-10,48.4,35.8113948,127.1072423,,,0,0,0,0,Y,Y,3.13,30,30,N,N,N,,2020-11-02 15:30,FRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30,"14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30,14:30 ~ 17:30"
187443,시장집,한식,Y,Y,N,전라북도 전주시 완산구 다가동3가 66-2,0,35.816954,127.1403335,,,0,0,0,0,Y,Y,3.13,30,30,N,N,N,,2020-11-11 14:40,FRI:17:00~04:00\nMON:17:00~04:00\nSAT:17:00~04:00\nSUN:17:00~04:00\nTHU:17:00~04:00\nTUE:17:00~04:00\nWED:17:00~04:00\nFRI:17:00~04:00\nMON:17:00~04:00\nSAT:17:00~04:00\nSUN:17:00~04:00\nTHU:17:00~04:00\nTUE:17:00~04:00\nWED:17:00~04:00\nFRI:17:00~04:00\nMON:17:00~04:00\nSAT:17:00~04:00\nSUN:17:00~04:00\nTHU:17:00~04:00\nTUE:17:00~04:00\nWED:17:00~04:00,
188129,가마꿉 효자점,치킨,Y,Y,N,전라북도 전주시 완산구 효자동2가 541-7,0,35.8083465,127.1060532,,,0,0,0,0,Y,Y,3.51,20,20,Y,N,Y,http://www.gamakkup.co.kr/,2020-11-07 18:43,FRI:16:00~23:59\nMON:16:00~23:59\nSAT:16:00~23:59\nSUN:16:00~23:59\nTHU:16:00~23:59\nTUE:16:00~23:59\nWED:16:00~23:59\nFRI:16:00~23:59\nMON:16:00~23:59\nSAT:16:00~23:59\nSUN:16:00~23:59\nTHU:16:00~23:59\nTUE:16:00~23:59\nWED:16:00~23:59\nFRI:16:00~23:59\nMON:16:00~23:59\nSAT:16:00~23:59\nSUN:16:00~23:59\nTHU:16:00~23:59\nTUE:16:00~23:59\nWED:16:00~23:59,
190638,진가추어탕,한식,Y,Y,N,전라북도 전주시 완산구 태평동 39-38,74.89,35.8247417,127.1429253,,,0,0,0,0,Y,Y,2.95,24,24,N,N,N,,2020-11-18 0:43,FRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00,
192051,육회공작소 전북도청점,한식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1536-6,80.2,35.8162786,127.1092163,,,0,0,0,0,Y,Y,3.09,0,0,N,N,Y,http://6gong.modoo.at,2020-12-15 19:46,MON:17:00~03:00\nMON:17:00~03:00\nMON:17:00~03:00,
