식당ID,식당명,업종(메뉴)정보,테이크아웃여부,예약가능여부,선결제여부,지번주소,식당면적,식당위도,식당경도,어워드_글로벌,어워드_로컬,트립어드바이저 인기도,씨트립 인기도,네이버 인기도,RTI 인덱스,온라인화 진행 여부,다국어메뉴판 제공 여부,수용태세 지수,좌석수(입식),좌석수(좌식),베리어프리여부,반려동물출입가능여부,주차가능여부,식당 홈페이지,등록일시,영업시간정보,휴식시간정보
863601,마왕족발전주혁신도시점,족발,Y,Y,N,전라북도 전주시 덕진구 송천동2가 1301-2,0,35.8372636,127.0590019,,,0,0,0,0,Y,Y,3.7,56,56,Y,N,Y,,2020-11-16 3:30,FRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00\nFRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00\nFRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00,
863602,카페에쏠로지 서신점,카페,Y,Y,N,전라북도 전주시 완산구 다가동4가 83-12,0,35.8352405,127.1160951,,,0,0,0,0,Y,Y,3.57,26,26,Y,N,Y,,2020-11-19 23:27,FRI:08:00~22:30\nMON:08:00~22:30\nSAT:08:30~22:30\nSUN:08:30~22:30\nTHU:08:00~22:30\nTUE:08:00~22:30\nWED:08:00~22:30\nFRI:08:00~22:30\nMON:08:00~22:30\nSAT:08:30~22:30\nSUN:08:30~22:30\nTHU:08:00~22:30\nTUE:08:00~22:30\nWED:08:00~22:30\nFRI:08:00~22:30\nMON:08:00~22:30\nSAT:08:30~22:30\nSUN:08:30~22:30\nTHU:08:00~22:30\nTUE:08:00~22:30\nWED:08:00~22:30,
863603,현대옥 서신점,한식,Y,Y,N,전라북도 전주시 완산구 서신동 816-4 신명원룸,0,35.8299826,127.1149002,,,0,0,0,0,Y,Y,3.46,50,50,Y,N,N,,2020-11-16 0:15,FRI:07:00~02:00\nSAT:07:00~02:00\nSUN:07:00~02:00\nTHU:07:00~02:00\nTUE:07:00~02:00\nWED:07:00~02:00\nFRI:07:00~02:00\nSAT:07:00~02:00\nSUN:07:00~02:00\nTHU:07:00~02:00\nTUE:07:00~02:00\nWED:07:00~02:00\nFRI:07:00~02:00\nSAT:07:00~02:00\nSUN:07:00~02:00\nTHU:07:00~02:00\nTUE:07:00~02:00\nWED:07:00~02:00,
863604,이선자떡카페,카페,Y,Y,N,전라북도 전주시 완산구 다가동4가 83-9,0,35.8137801,127.1471806,,,0,0,0,0,Y,Y,3.2,12,12,N,Y,Y,,2020-11-16 0:23,FRI:08:00~19:00\nMON:08:00~19:00\nSAT:08:00~19:00\nSUN:08:00~19:00\nTHU:08:00~19:00\nTUE:08:00~19:00\nWED:08:00~19:00\nFRI:08:00~19:00\nMON:08:00~19:00\nSAT:08:00~19:00\nSUN:08:00~19:00\nTHU:08:00~19:00\nTUE:08:00~19:00\nWED:08:00~19:00\nFRI:08:00~19:00\nMON:08:00~19:00\nSAT:08:00~19:00\nSUN:08:00~19:00\nTHU:08:00~19:00\nTUE:08:00~19:00\nWED:08:00~19:00,
863605,피자플래넷 서신점,피자,Y,Y,N,전라북도 전주시 덕진구 송천동2가 1301-2,0,35.8302949,127.1145393,,,0,0,0,0,Y,Y,3.21,14,14,Y,N,N,,2020-11-16 12:46,FRI:11:40~02:00\nMON:11:40~02:00\nSAT:11:40~02:00\nSUN:11:40~02:00\nTHU:11:40~02:00\nTUE:11:40~02:00\nWED:11:40~02:00\nFRI:11:40~02:00\nMON:11:40~02:00\nSAT:11:40~02:00\nSUN:11:40~02:00\nTHU:11:40~02:00\nTUE:11:40~02:00\nWED:11:40~02:00\nFRI:11:40~02:00\nMON:11:40~02:00\nSAT:11:40~02:00\nSUN:11:40~02:00\nTHU:11:40~02:00\nTUE:11:40~02:00\nWED:11:40~02:00,
863606,비비큐전주에코시티점,한식,Y,Y,N,전라북도 전주시 덕진구 금암동 664-46,0,35.8728424,127.126785,,,0,0,0,0,Y,Y,3.53,22,22,Y,N,Y,,2020-11-16 22:57,FRI:12:30~00:00\nMON:12:30~00:00\nSAT:12:30~00:00\nSUN:12:30~00:00\nTHU:12:30~00:00\nTUE:12:30~00:00\nWED:12:30~00:00\nFRI:12:30~00:00\nMON:12:30~00:00\nSAT:12:30~00:00\nSUN:12:30~00:00\nTHU:12:30~00:00\nTUE:12:30~00:00\nWED:12:30~00:00\nFRI:12:30~00:00\nMON:12:30~00:00\nSAT:12:30~00:00\nSUN:12:30~00:00\nTHU:12:30~00:00\nTUE:12:30~00:00\nWED:12:30~00:00,
863607,택이네조개전골,조개,Y,Y,N,전라북도 전주시 완산구 중화산동2가 594-7,0,35.872823,127.1263308,,,0,0,0,0,Y,Y,3.46,48,48,Y,N,N,,2020-11-16 20:34,FRI:11:30~22:30\nMON:11:30~22:30\nSAT:11:30~22:30\nSUN:11:30~22:30\nTHU:11:30~22:30\nTUE:11:30~22:30\nWED:11:30~22:30\nFRI:11:30~22:30\nMON:11:30~22:30\nSAT:11:30~22:30\nSUN:11:30~22:30\nTHU:11:30~22:30\nTUE:11:30~22:30\nWED:11:30~22:30\nFRI:11:30~22:30\nMON:11:30~22:30\nSAT:11:30~22:30\nSUN:11:30~22:30\nTHU:11:30~22:30\nTUE:11:30~22:30\nWED:11:30~22:30,
863608,커피홀베이커리전주에코시티점,베이커리,Y,Y,N,전라북도 전주시 완산구 중화산동2가 599-1,0,35.8728418,127.1255775,,,0,0,0,0,Y,Y,3.7,48,48,Y,N,Y,,2020-11-16 20:37,FRI:09:30~22:30\nMON:09:30~22:30\nSAT:09:30~22:30\nSUN:09:30~22:30\nTHU:09:30~22:30\nTUE:09:30~22:30\nWED:09:30~22:30\nFRI:09:30~22:30\nMON:09:30~22:30\nSAT:09:30~22:30\nSUN:09:30~22:30\nTHU:09:30~22:30\nTUE:09:30~22:30\nWED:09:30~22:30\nFRI:09:30~22:30\nMON:09:30~22:30\nSAT:09:30~22:30\nSUN:09:30~22:30\nTHU:09:30~22:30\nTUE:09:30~22:30\nWED:09:30~22:30,
863609,BHC 전주에코시티점,치킨,Y,Y,N,전라북도 전주시 덕진구 금암동 664-43,0,35.8737048,127.1274238,,,0,0,0,0,Y,Y,3.36,30,30,Y,N,N,,2020-11-16 20:41,FRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00,
863610,블레스롤전주에코시티점,카페,Y,Y,N,전라북도 전주시 완산구 중화산동2가 599-2,0,35.8737048,127.1274238,,,0,0,0,0,Y,Y,3.7,44,44,Y,N,Y,,2020-12-15 11:11,FRI:10:00~01:00\nMON:10:00~01:00\nSAT:10:00~01:00\nSUN:10:00~01:00\nTHU:10:00~01:00\nTUE:10:00~01:00\nWED:10:00~01:00\nFRI:10:00~01:00\nMON:10:00~01:00\nSAT:10:00~01:00\nSUN:10:00~01:00\nTHU:10:00~01:00\nTUE:10:00~01:00\nWED:10:00~01:00\nFRI:10:00~01:00\nMON:10:00~01:00\nSAT:10:00~01:00\nSUN:10:00~01:00\nTHU:10:00~01:00\nTUE:10:00~01:00\nWED:10:00~01:00,
863611,가장맛있는족발전주에코시티점,족발,Y,Y,N,전라북도 전주시 덕진구 송천동2가 1345,0,35.8733392,127.127337,,,0,0,0,0,Y,Y,3.7,58,58,Y,N,Y,,2020-11-16 20:49,FRI:15:30~23:30\nMON:15:30~23:30\nSAT:15:30~23:30\nSUN:15:30~23:30\nTHU:15:30~23:30\nTUE:15:30~23:30\nWED:15:30~23:30\nFRI:15:30~23:30\nMON:15:30~23:30\nSAT:15:30~23:30\nSUN:15:30~23:30\nTHU:15:30~23:30\nTUE:15:30~23:30\nWED:15:30~23:30\nFRI:15:30~23:30\nMON:15:30~23:30\nSAT:15:30~23:30\nSUN:15:30~23:30\nTHU:15:30~23:30\nTUE:15:30~23:30\nWED:15:30~23:30,
863612,이대연어,음식점,Y,Y,N,전라북도 전주시 덕진구 금암동 664-42,0,35.873526,127.1269752,,,0,0,0,0,Y,Y,3.49,18,18,Y,N,Y,,2020-11-16 20:51,FRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00,
863613,청년다방에코시티점,분식,Y,Y,N,전라북도 전주시 완산구 중화산동2가 598-6,0,35.8730761,127.1276561,,,0,0,0,0,Y,Y,3.49,18,18,Y,N,Y,,2020-11-16 20:53,FRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00,
863646,풍천민물장어직판점,장어,Y,Y,N,전라북도 전주시 완산구 효자동3가 1538-5,0,35.8385432,127.1302993,,,0,0,0,0,Y,Y,3.46,60,60,N,N,Y,,2020-11-16 18:22,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
863648,밸리하우스,샌드위치,Y,Y,N,전라북도 전주시 완산구 서신동 965-2,0,35.8348094,127.1164024,,,0,0,0,0,Y,Y,3.04,20,20,N,N,N,,2020-11-16 20:17,FRI:10:00~08:00\nMON:10:00~08:00\nSAT:10:00~18:00\nTHU:10:00~08:00\nTUE:10:00~08:00\nWED:10:00~08:00\nFRI:10:00~08:00\nMON:10:00~08:00\nSAT:10:00~18:00\nTHU:10:00~08:00\nTUE:10:00~08:00\nWED:10:00~08:00\nFRI:10:00~08:00\nMON:10:00~08:00\nSAT:10:00~18:00\nTHU:10:00~08:00\nTUE:10:00~08:00\nWED:10:00~08:00,
863650,팔공티 효천점,차,Y,Y,N,전라북도 전주시 완산구 삼천동1가 284-3,0,35.7989523,127.1075191,,,0,0,0,0,Y,Y,3.19,11,11,Y,N,N,,2020-11-17 17:22,FRI:09:00~22:00\nMON:09:00~22:00\nSAT:09:00~22:00\nSUN:09:00~22:00\nTHU:09:00~22:00\nTUE:09:00~22:00\nWED:09:00~22:00\nFRI:09:00~22:00\nMON:09:00~22:00\nSAT:09:00~22:00\nSUN:09:00~22:00\nTHU:09:00~22:00\nTUE:09:00~22:00\nWED:09:00~22:00\nFRI:09:00~22:00\nMON:09:00~22:00\nSAT:09:00~22:00\nSUN:09:00~22:00\nTHU:09:00~22:00\nTUE:09:00~22:00\nWED:09:00~22:00,
863651,소울316,카페,Y,Y,N,전라북도 전주시 완산구 삼천동1가 286-25,0,35.8353935,127.1198314,,,0,0,0,0,Y,Y,3.18,36,36,N,N,N,,2020-11-16 20:17,FRI:13:33~13:36\nMON:13:33~13:36\nSAT:13:33~13:36\nSUN:13:33~13:36\nTHU:13:33~13:36\nTUE:13:33~13:36\nWED:13:33~13:36\nFRI:13:33~13:36\nMON:13:33~13:36\nSAT:13:33~13:36\nSUN:13:33~13:36\nTHU:13:33~13:36\nTUE:13:33~13:36\nWED:13:33~13:36\nFRI:13:33~13:36\nMON:13:33~13:36\nSAT:13:33~13:36\nSUN:13:33~13:36\nTHU:13:33~13:36\nTUE:13:33~13:36\nWED:13:33~13:36,"9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,10:00-7:00,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,10:00-7:00,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,9:00-11:00 ,10:00-7:00,9:00-11:00 ,9:00-11:00 ,9:00-11:00 "
863652,설빙평화점,카페,Y,Y,N,전라북도 전주시 완산구 삼천동1가 387-2,0,35.7867281,127.1335094,,,0,0,0,0,Y,Y,3.46,80,80,N,N,Y,,2020-11-16 23:00,FRI:10:30~23:00\nMON:10:30~23:00\nSAT:10:30~23:00\nSUN:10:30~23:00\nTHU:10:30~23:00\nTUE:10:30~23:00\nWED:10:30~23:00\nFRI:10:30~23:00\nMON:10:30~23:00\nSAT:10:30~23:00\nSUN:10:30~23:00\nTHU:10:30~23:00\nTUE:10:30~23:00\nWED:10:30~23:00\nFRI:10:30~23:00\nMON:10:30~23:00\nSAT:10:30~23:00\nSUN:10:30~23:00\nTHU:10:30~23:00\nTUE:10:30~23:00\nWED:10:30~23:00,
863654,BBQ치킨 효천점,치킨,Y,Y,N,전라북도 전주시 완산구 효자동1가 444-2,0,35.7989523,127.1075191,,,0,0,0,0,Y,Y,3.51,20,20,Y,N,Y,,2020-11-17 15:40,FRI:11:30~02:00\nMON:11:30~02:00\nSAT:11:30~02:00\nSUN:11:30~02:00\nTHU:11:30~02:00\nTUE:11:30~02:00\nWED:11:30~02:00\nFRI:11:30~02:00\nMON:11:30~02:00\nSAT:11:30~02:00\nSUN:11:30~02:00\nTHU:11:30~02:00\nTUE:11:30~02:00\nWED:11:30~02:00\nFRI:11:30~02:00\nMON:11:30~02:00\nSAT:11:30~02:00\nSUN:11:30~02:00\nTHU:11:30~02:00\nTUE:11:30~02:00\nWED:11:30~02:00,
863657,국수나무 전주효천점,국수,Y,Y,N,전라북도 전주시 완산구 효자동2가 1377-3,0,35.7989523,127.1075191,,,0,0,0,0,Y,Y,3.37,30,30,N,N,Y,,2020-11-17 17:24,FRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nSUN:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nSUN:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nSUN:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30,
863658,정’s돈까스,돈가스,Y,Y,N,전라북도 전주시 완산구 서신동 5-32,0,35.7867673,127.1332306,,,0,0,0,0,Y,Y,2.75,3,3,N,N,N,,2020-11-16 23:26,FRI:10:00~20:00\nMON:10:00~20:00\nSAT:10:00~20:00\nTHU:10:00~20:00\nTUE:10:00~20:00\nWED:10:00~20:00\nFRI:10:00~20:00\nMON:10:00~20:00\nSAT:10:00~20:00\nTHU:10:00~20:00\nTUE:10:00~20:00\nWED:10:00~20:00\nFRI:10:00~20:00\nMON:10:00~20:00\nSAT:10:00~20:00\nTHU:10:00~20:00\nTUE:10:00~20:00\nWED:10:00~20:00,
863659,조선화로집,한식,Y,Y,N,전라북도 전주시 완산구 서신동 967-5,0,35.8346118,127.1198289,,,0,0,0,0,Y,Y,3.22,128,128,N,N,N,,2020-11-17 9:32,FRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00,"15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00"
863660,이디야커피 효천대방점,카페,Y,Y,Y,전라북도 전주시 덕진구 금암동 470-3,0,35.7958786,127.1059693,,,0,0,0,0,Y,Y,3.96,50,50,Y,N,Y,,2020-11-16 15:23,FRI:08:00~23:00\nMON:08:00~23:00\nSAT:08:00~23:00\nSUN:08:00~23:00\nTHU:08:00~23:00\nTUE:08:00~23:00\nWED:08:00~23:00\nFRI:08:00~23:00\nMON:08:00~23:00\nSAT:08:00~23:00\nSUN:08:00~23:00\nTHU:08:00~23:00\nTUE:08:00~23:00\nWED:08:00~23:00\nFRI:08:00~23:00\nMON:08:00~23:00\nSAT:08:00~23:00\nSUN:08:00~23:00\nTHU:08:00~23:00\nTUE:08:00~23:00\nWED:08:00~23:00,
863661,파리바게트 평화현대점,베이커리,Y,N,N,전라북도 전주시 덕진구 금암동 471-9,0,35.7869145,127.1326425,,,0,0,0,0,Y,Y,2.89,16,16,Y,N,N,,2020-11-16 23:04,FRI:07:30~23:00\nMON:07:30~23:00\nSAT:07:30~23:00\nSUN:07:30~23:00\nTHU:07:30~23:00\nTUE:07:30~23:00\nWED:07:30~23:00\nFRI:07:30~23:00\nMON:07:30~23:00\nSAT:07:30~23:00\nSUN:07:30~23:00\nTHU:07:30~23:00\nTUE:07:30~23:00\nWED:07:30~23:00\nFRI:07:30~23:00\nMON:07:30~23:00\nSAT:07:30~23:00\nSUN:07:30~23:00\nTHU:07:30~23:00\nTUE:07:30~23:00\nWED:07:30~23:00,
863665,돈벗,삼겹사,Y,Y,N,전라북도 전주시 덕진구 금암동 728-186,0,35.8346118,127.1198289,,,0,0,0,0,Y,Y,3.35,28,28,N,N,Y,,2020-11-17 9:44,FRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nSUN:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nSUN:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nSUN:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30,"14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00"
863666,공차 전주평화점,차,Y,N,N,전라북도 전주시 덕진구 금암동 728-53,0,35.7869796,127.1323979,,,0,0,0,0,Y,Y,3.11,46,46,Y,N,N,,2020-11-16 22:51,FRI:09:30~22:00\nMON:09:30~22:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:30~22:00\nTUE:09:30~22:00\nWED:09:30~22:00\nFRI:09:30~22:00\nMON:09:30~22:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:30~22:00\nTUE:09:30~22:00\nWED:09:30~22:00\nFRI:09:30~22:00\nMON:09:30~22:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:30~22:00\nTUE:09:30~22:00\nWED:09:30~22:00,
863667,김밥천국 전주지곡점,김밥,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 664-1,0,35.7870295,127.1320792,,,0,0,0,0,Y,Y,3.1,40,40,N,N,N,,2020-11-16 23:07,FRI:07:00~22:00\nMON:07:00~22:00\nSAT:07:00~22:00\nSUN:07:00~22:00\nTHU:07:00~22:00\nTUE:07:00~22:00\nWED:07:00~22:00\nFRI:07:00~22:00\nMON:07:00~22:00\nSAT:07:00~22:00\nSUN:07:00~22:00\nTHU:07:00~22:00\nTUE:07:00~22:00\nWED:07:00~22:00\nFRI:07:00~22:00\nMON:07:00~22:00\nSAT:07:00~22:00\nSUN:07:00~22:00\nTHU:07:00~22:00\nTUE:07:00~22:00\nWED:07:00~22:00,
863668,얌스 롯데점,분식,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 1283-2,0,35.8345931,127.1202148,,,0,0,0,0,Y,Y,3.1,48,48,N,N,N,,2020-11-17 15:09,FRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00\nFRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00\nFRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00,
863669,이디야 전주평화점,카페,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 1283-2,0,35.7871771,127.1314178,,,0,0,0,0,Y,Y,3.22,52,52,N,N,N,,2020-11-16 23:19,FRI:08:00~23:00\nMON:08:00~23:00\nSAT:08:00~23:00\nSUN:08:00~23:00\nTHU:08:00~23:00\nTUE:08:00~23:00\nWED:08:00~23:00\nFRI:08:00~23:00\nMON:08:00~23:00\nSAT:08:00~23:00\nSUN:08:00~23:00\nTHU:08:00~23:00\nTUE:08:00~23:00\nWED:08:00~23:00\nFRI:08:00~23:00\nMON:08:00~23:00\nSAT:08:00~23:00\nSUN:08:00~23:00\nTHU:08:00~23:00\nTUE:08:00~23:00\nWED:08:00~23:00,
863670,새마을식당전주에코시티점,한식,Y,Y,N,전라북도 전주시 덕진구 송천동2가 1327-8,0,35.8733392,127.127337,,,0,0,0,0,Y,Y,3.57,52,52,Y,N,Y,,2020-11-16 20:54,FRI:11:30~23:00\nMON:11:30~23:00\nSAT:11:30~23:00\nSUN:11:30~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00\nFRI:11:30~23:00\nMON:11:30~23:00\nSAT:11:30~23:00\nSUN:11:30~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00\nFRI:11:30~23:00\nMON:11:30~23:00\nSAT:11:30~23:00\nSUN:11:30~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00,
863671,못난이꽈배기 혁신도시점,꽈배기,Y,Y,N,전라북도 전주시 덕진구 금암동 700-7,0,35.838805,127.059285,,,0,0,0,0,Y,Y,3.18,10,10,Y,N,N,,2020-11-17 13:17,FRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00,
863672,던킨 에코점,던킨,Y,Y,N,전라북도 전주시 덕진구 금암동 705-7,0,35.8739494,127.127803,,,0,0,0,0,Y,Y,3.33,27,27,Y,N,N,,2020-11-16 20:57,FRI:08:30~21:30\nMON:08:30~21:30\nSAT:08:30~21:30\nSUN:08:30~21:30\nTHU:08:30~21:30\nTUE:08:30~21:30\nWED:08:30~21:30\nFRI:08:30~21:30\nMON:08:30~21:30\nSAT:08:30~21:30\nSUN:08:30~21:30\nTHU:08:30~21:30\nTUE:08:30~21:30\nWED:08:30~21:30\nFRI:08:30~21:30\nMON:08:30~21:30\nSAT:08:30~21:30\nSUN:08:30~21:30\nTHU:08:30~21:30\nTUE:08:30~21:30\nWED:08:30~21:30,
863673,아스타,카페,Y,Y,N,전라북도 전주시 덕진구 금암동 796-5,0,35.8741097,127.1277009,,,0,0,0,0,Y,Y,3.7,90,90,Y,N,Y,,2020-11-16 20:59,FRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00\nFRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00\nFRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00,
863674,분식퀸 효천점,분식,Y,Y,N,전라북도 전주시 완산구 서신동 6-13,0,35.7985052,127.1044318,,,0,0,0,0,Y,Y,3.46,15,15,Y,N,Y,,2020-11-17 15:55,FRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00,
863676,신포우리만두 평화점,만두,Y,Y,N,전라북도 전주시 덕진구 금암동 459-4,0,35.7871771,127.1314178,,,0,0,0,0,Y,Y,3.46,43,43,N,N,Y,,2020-11-16 23:12,FRI:10:30~20:30\nMON:10:30~20:30\nSAT:10:30~20:30\nSUN:10:30~20:30\nTHU:10:30~20:30\nTUE:10:30~20:30\nWED:10:30~20:30\nFRI:10:30~20:30\nMON:10:30~20:30\nSAT:10:30~20:30\nSUN:10:30~20:30\nTHU:10:30~20:30\nTUE:10:30~20:30\nWED:10:30~20:30\nFRI:10:30~20:30\nMON:10:30~20:30\nSAT:10:30~20:30\nSUN:10:30~20:30\nTHU:10:30~20:30\nTUE:10:30~20:30\nWED:10:30~20:30,
863677,뚜레쥬르 에코시티점,카페,Y,Y,N,전라북도 전주시 덕진구 금암동 459-4,0,35.8735928,127.1290651,,,0,0,0,0,Y,Y,3.53,22,22,Y,N,Y,,2020-11-16 22:58,FRI:07:30~23:00\nMON:07:30~23:00\nSAT:07:30~23:00\nSUN:07:30~23:00\nTHU:07:30~23:00\nTUE:07:30~23:00\nWED:07:30~23:00\nFRI:07:30~23:00\nMON:07:30~23:00\nSAT:07:30~23:00\nSUN:07:30~23:00\nTHU:07:30~23:00\nTUE:07:30~23:00\nWED:07:30~23:00\nFRI:07:30~23:00\nMON:07:30~23:00\nSAT:07:30~23:00\nSUN:07:30~23:00\nTHU:07:30~23:00\nTUE:07:30~23:00\nWED:07:30~23:00,
